DATE,IRLTLT01ESM156N
1998-09-01,4.47445454545455
1998-10-01,4.42795238095238
1998-11-01,4.40568421052632
1998-12-01,4.07565
1999-01-01,3.88010526315789
1999-02-01,4.02225
1999-03-01,4.25439130434783
1999-04-01,4.08635
1999-05-01,4.2742380952381
1999-06-01,4.60009090909091
1999-07-01,4.91127272727273
1999-08-01,5.17340909090909
1999-09-01,5.31486363636364
1999-10-01,5.564
1999-11-01,5.27990909090909
1999-12-01,5.36685714285714
2000-01-01,5.75747619047619
2000-02-01,5.73147619047619
2000-03-01,5.55013043478261
2000-04-01,5.45211111111111
2000-05-01,5.62659090909091
2000-06-01,5.45495454545455
2000-07-01,5.53414285714286
2000-08-01,5.50059090909091
2000-09-01,5.55914285714286
2000-10-01,5.49466666666667
2000-11-01,5.44563636363636
2000-12-01,5.20347368421053
2001-01-01,5.07690909090909
2001-02-01,5.11675
2001-03-01,5.04090909090909
2001-04-01,5.17952631578947
2001-05-01,5.36318181818182
2001-06-01,5.32657142857143
2001-07-01,5.34786363636364
2001-08-01,5.15578260869565
2001-09-01,5.13845
2001-10-01,4.90895652173913
2001-11-01,4.76072727272727
2001-12-01,4.96777777777778
2002-01-01,5.04531818181818
2002-02-01,5.10645
2002-03-01,5.3363
2002-04-01,5.33566666666667
2002-05-01,5.36140909090909
2002-06-01,5.2311
2002-07-01,5.06895652173913
2002-08-01,4.77772727272727
2002-09-01,4.57595238095238
2002-10-01,4.625
2002-11-01,4.60228571428571
2002-12-01,4.42552631578947
2003-01-01,4.23940909090909
2003-02-01,4.01075
2003-03-01,4.0352380952381
2003-04-01,4.1884
2003-05-01,3.87666666666667
2003-06-01,3.68814285714286
2003-07-01,4.03121739130435
2003-08-01,4.19138095238095
2003-09-01,4.209
2003-10-01,4.26865217391304
2003-11-01,4.39835
2003-12-01,4.33931578947368
2004-01-01,4.19157142857143
2004-02-01,4.14815
2004-03-01,4.01169565217391
2004-04-01,4.19905
2004-05-01,4.33438095238095
2004-06-01,4.39018181818182
2004-07-01,4.2815
2004-08-01,4.15109090909091
2004-09-01,4.08245454545455
2004-10-01,3.96542857142857
2004-11-01,3.85086363636364
2004-12-01,3.64334782608696
2005-01-01,3.59095238095238
2005-02-01,3.58065
2005-03-01,3.73342857142857
2005-04-01,3.52928571428571
2005-05-01,3.35968181818182
2005-06-01,3.18540909090909
2005-07-01,3.21947619047619
2005-08-01,3.23126086956522
2005-09-01,3.08836363636364
2005-10-01,3.27252380952381
2005-11-01,3.47659090909091
2005-12-01,3.36857142857143
2006-01-01,3.33059090909091
2006-02-01,3.4829
2006-03-01,3.64891304347826
2006-04-01,3.91888888888889
2006-05-01,3.98631818181818
2006-06-01,3.98818181818182
2006-07-01,4.02390476190476
2006-08-01,3.8925652173913
2006-09-01,3.76328571428571
2006-10-01,3.81290909090909
2006-11-01,3.747
2006-12-01,3.81626315789474
2007-01-01,4.07245454545455
2007-02-01,4.1108
2007-03-01,4.00868181818182
2007-04-01,4.20873684210526
2007-05-01,4.33628571428571
2007-06-01,4.62028571428571
2007-07-01,4.59622727272727
2007-08-01,4.39813043478261
2007-09-01,4.354
2007-10-01,4.37834782608696
2007-11-01,4.24786363636364
2007-12-01,4.34770588235294
2008-01-01,4.18272727272727
2008-02-01,4.14409523809524
2008-03-01,4.11763157894737
2008-04-01,4.31027272727273
2008-05-01,4.42215
2008-06-01,4.79161904761905
2008-07-01,4.79786363636364
2008-08-01,4.55911764705882
2008-09-01,4.56833333333333
2008-10-01,4.466
2008-11-01,4.1468
2008-12-01,3.85817647058824
2009-01-01,4.14584210526316
2009-02-01,4.23355
2009-03-01,4.05876190476191
2009-04-01,4.00575
2009-05-01,4.05425
2009-06-01,4.23504545454546
2009-07-01,4.01195652173913
2009-08-01,3.77838095238095
2009-09-01,3.80322727272727
2009-10-01,3.77109090909091
2009-11-01,3.78952380952381
2009-12-01,3.8042
2010-01-01,3.98865
2010-02-01,3.9781
2010-03-01,3.83047826086957
2010-04-01,3.90142105263158
2010-05-01,4.08414285714286
2010-06-01,4.5555
2010-07-01,4.43309090909091
2010-08-01,4.03718181818182
2010-09-01,4.09463636363636
2010-10-01,4.03652380952381
2010-11-01,4.68590476190476
2010-12-01,5.37438095238095
2011-01-01,5.37933333333333
2011-02-01,5.2578
2011-03-01,5.2494347826087
2011-04-01,5.32873684210526
2011-05-01,5.32218181818182
2011-06-01,5.47986363636364
2011-07-01,5.82485714285714
2011-08-01,5.25234782608696
2011-09-01,5.20022727272727
2011-10-01,5.25133333333333
2011-11-01,6.19209090909091
2011-12-01,5.50452380952381
2012-01-01,5.39928571428571
2012-02-01,5.11109523809524
2012-03-01,5.16972727272727
2012-04-01,5.79
2012-05-01,6.12554545454545
2012-06-01,6.58938095238095
2012-07-01,6.795
2012-08-01,6.58128571428571
2012-09-01,5.9205
2012-10-01,5.64659090909091
2012-11-01,5.69009090909091
2012-12-01,5.33994444444444
2013-01-01,5.05027272727273
2013-02-01,5.2183
2013-03-01,4.92135
2013-04-01,4.59109523809524
2013-05-01,4.24631818181818
2013-06-01,4.6707
2013-07-01,4.66017391304348
2013-08-01,4.50718181818182
2013-09-01,4.41690476190476
2013-10-01,4.21634782608696
2013-11-01,4.10635
2013-12-01,4.13855
2014-01-01,3.785
2014-02-01,3.56125
2014-03-01,3.312
2014-04-01,3.10415
2014-05-01,2.93342857142857
2014-06-01,2.71247619047619
2014-07-01,2.671
2014-08-01,2.4194
2014-09-01,2.19604545454545
2014-10-01,2.11130434782609
2014-11-01,2.07055
2014-12-01,1.78536842105263
2015-01-01,1.54209523809524
2015-02-01,1.5131
2015-03-01,1.22581818181818
2015-04-01,1.31275
2015-05-01,1.77063157894737
2015-06-01,2.23395454545455
2015-07-01,2.10069565217391
2015-08-01,1.9497619047619
2015-09-01,2.03077272727273
2015-10-01,1.72818181818182
2015-11-01,1.72766666666667
2015-12-01,1.68561904761905
2016-01-01,1.72795
2016-02-01,1.72352380952381
2016-03-01,1.5507619047619
2016-04-01,1.51352380952381
2016-05-01,1.5665
2016-06-01,1.47995454545455
2016-07-01,1.16909523809524
2016-08-01,1.01430434782609
2016-09-01,1.04090909090909
2016-10-01,1.07261904761905
2016-11-01,1.42381818181818
2016-12-01,1.43666666666667
2017-01-01,1.46631818181818
2017-02-01,1.703
2017-03-01,1.71752173913043
2017-04-01,1.61777777777778
2017-05-01,1.56840909090909
2017-06-01,1.45231818181818
2017-07-01,1.59780952380952
2017-08-01,1.48486363636364
2017-09-01,1.54128571428571
2017-10-01,1.61468181818182
2017-11-01,1.48877272727273
2017-12-01,1.44163157894737
2018-01-01,1.47386363636364
2018-02-01,1.5178
2018-03-01,1.34961904761905
2018-04-01,1.2183
2018-05-01,1.38581818181818
2018-06-01,1.37290476190476
2018-07-01,1.31754545454545
2018-08-01,1.37239130434783
2018-09-01,1.4418
2018-10-01,1.5735652173913
2018-11-01,1.58240909090909
2018-12-01,1.42621052631579
2019-01-01,1.37877272727273
2019-02-01,1.28095
2019-03-01,1.12685714285714
2019-04-01,1.0623
2019-05-01,0.879681818181818
2019-06-01,0.4994
2019-07-01,0.355130434782609
2019-08-01,0.141772727272727
2019-09-01,0.183380952380952
2019-10-01,0.202521739130435
2019-11-01,0.384952380952381
2019-12-01,0.4365
2020-01-01,0.418863636363636
2020-02-01,0.2742
2020-03-01,0.509318181818182
2020-04-01,0.8217
2020-05-01,0.747809523809524
2020-06-01,0.517090909090909
2020-07-01,0.376608695652174
2020-08-01,0.301
2020-09-01,0.280681818181818
2020-10-01,0.170181818181818
2020-11-01,0.0940952380952381
2020-12-01,0.0421818181818182
2021-01-01,0.07825
2021-02-01,0.22555
2021-03-01,0.309608695652174
2021-04-01,0.36725
2021-05-01,0.516571428571429
2021-06-01,0.4455
2021-07-01,0.332772727272727
2021-08-01,0.218227272727273
2021-09-01,0.330272727272727
2021-10-01,0.471
2021-11-01,0.476681818181818
2021-12-01,0.413318181818182
2022-01-01,0.66452380952381
2022-02-01,1.11215
2022-03-01,1.22534782608696
2022-04-01,1.68947368421053
2022-05-01,2.05136363636364
2022-06-01,2.6485
2022-07-01,2.3332380952381
2022-08-01,2.17586956521739
2022-09-01,2.95204545454545
2022-10-01,3.31419047619048
2022-11-01,3.105
2022-12-01,3.111
2023-01-01,3.22263636363636
2023-02-01,3.3891
2023-03-01,3.44308695652174
2023-04-01,3.40816666666667
